gene_name,transcript_id
KPNA3,ENST00000261667.8
KPNA4,ENST00000334256.9
KPNA5,ENST00000368564.7
KPNA6,ENST00000373625.8
KPNA7,ENST00000327442.7
KPNB1,ENST00000290158.9
KPTN,ENST00000338134.8
KRAS,ENST00000311936.8
KRBA2,ENST00000396267.3
KRBOX1,ENST00000383748.9
KRBOX4,ENST00000344302.9
KRCC1,ENST00000347055.4
KREMEN1,ENST00000400335.9
KREMEN2,ENST00000303746.10
KRI1,ENST00000312962.12
KRIT1,ENST00000394505.7
KRR1,ENST00000229214.9
KRT1,ENST00000252244.3
KRT10,ENST00000269576.6
KRT12,ENST00000251643.5
KRT13,ENST00000246635.8
KRT14,ENST00000167586.7
KRT15,ENST00000254043.8
KRT16,ENST00000301653.9
KRT17,ENST00000311208.13
KRT18,ENST00000388835.4
KRT19,ENST00000361566.7
KRT2,ENST00000309680.4
KRT20,ENST00000167588.4
KRT222,ENST00000394052.5
KRT23,ENST00000209718.8
KRT24,ENST00000264651.3
KRT25,ENST00000312150.5
KRT27,ENST00000301656.4
KRT28,ENST00000306658.8
KRT3,ENST00000417996.2
KRT31,ENST00000251645.3
KRT32,ENST00000225899.4
KRT33A,ENST00000007735.4
KRT33B,ENST00000251646.8
KRT34,ENST00000394001.3
KRT36,ENST00000328119.11
KRT37,ENST00000225550.4
KRT38,ENST00000246646.4
KRT39,ENST00000355612.7
KRT4,ENST00000551956.2
KRT5,ENST00000252242.9
KRT6A,ENST00000330722.7
KRT6B,ENST00000252252.4
KRT6C,ENST00000252250.7
KRT7,ENST00000331817.6
KRT71,ENST00000267119.6
KRT72,ENST00000293745.7
KRT73,ENST00000305748.7
KRT74,ENST00000305620.3
KRT75,ENST00000252245.6
KRT76,ENST00000332411.2
KRT77,ENST00000341809.8
KRT78,ENST00000304620.5
KRT79,ENST00000330553.6
KRT80,ENST00000394815.3
KRT81,ENST00000327741.9
KRT82,ENST00000257974.3
KRT83,ENST00000293670.3
KRT84,ENST00000257951.3
KRT85,ENST00000257901.7
KRT86,ENST00000423955.7
KRT9,ENST00000246662.9
KRTAP1-1,ENST00000306271.5
KRTAP1-3,ENST00000344363.7
KRTAP1-5,ENST00000361883.6
KRTAP10-1,ENST00000400375.1
KRTAP10-10,ENST00000380095.2
KRTAP10-11,ENST00000334670.9
KRTAP10-12,ENST00000400365.3
KRTAP10-2,ENST00000391621.1
KRTAP10-3,ENST00000391620.2
KRTAP10-4,ENST00000400374.4
KRTAP10-5,ENST00000400372.1
KRTAP10-6,ENST00000400368.1
KRTAP10-7,ENST00000609664.2
KRTAP10-8,ENST00000334662.2
KRTAP10-9,ENST00000397911.5
KRTAP11-1,ENST00000332378.6
KRTAP12-1,ENST00000391617.1
KRTAP12-2,ENST00000360770.3
KRTAP12-3,ENST00000397907.1
KRTAP12-4,ENST00000391618.1
KRTAP13-1,ENST00000355459.4
KRTAP13-2,ENST00000399889.4
KRTAP17-1,ENST00000334202.5
KRTAP19-1,ENST00000390689.3
KRTAP19-2,ENST00000334055.5
KRTAP19-3,ENST00000334063.6
KRTAP19-4,ENST00000334058.3
KRTAP19-5,ENST00000334151.3
KRTAP19-6,ENST00000334046.5
KRTAP19-7,ENST00000334849.2
KRTAP19-8,ENST00000382822.2
KRTAP2-1,ENST00000391419.3
KRTAP2-3,ENST00000391418.3
KRTAP2-4,ENST00000394015.3
KRTAP20-1,ENST00000334664.3
KRTAP20-2,ENST00000330798.3
KRTAP20-3,ENST00000382826.2
KRTAP20-4,ENST00000382828.2
KRTAP21-1,ENST00000335093.5
KRTAP21-2,ENST00000333892.3
KRTAP21-3,ENST00000444335.1
KRTAP22-1,ENST00000334680.3
KRTAP22-2,ENST00000382830.2
KRTAP23-1,ENST00000334160.6
KRTAP24-1,ENST00000340345.6
KRTAP25-1,ENST00000416044.1
KRTAP26-1,ENST00000360542.5
KRTAP27-1,ENST00000382835.2
KRTAP29-1,ENST00000391353.1
KRTAP3-1,ENST00000391588.3
KRTAP3-2,ENST00000391587.3
KRTAP3-3,ENST00000391586.3
KRTAP4-1,ENST00000398472.2
KRTAP4-11,ENST00000391413.4
KRTAP4-12,ENST00000394014.2
KRTAP4-2,ENST00000377726.3
KRTAP4-3,ENST00000391356.4
KRTAP4-4,ENST00000390661.5
KRTAP4-5,ENST00000343246.6
KRTAP4-8,ENST00000333822.5
KRTAP5-1,ENST00000382171.2
KRTAP5-10,ENST00000398531.3
KRTAP5-11,ENST00000398530.1
KRTAP5-2,ENST00000412090.2
KRTAP5-3,ENST00000399685.1
KRTAP5-4,ENST00000399682.1
KRTAP5-6,ENST00000382160.1
KRTAP5-7,ENST00000398536.6
KRTAP5-8,ENST00000398534.4
KRTAP5-9,ENST00000528743.4
KRTAP6-3,ENST00000391624.1
KRTAP7-1,ENST00000621162.1
KRTAP8-1,ENST00000329621.6
KRTAP9-1,ENST00000398470.1
KRTAP9-2,ENST00000377721.3
KRTAP9-3,ENST00000411528.4
KRTAP9-4,ENST00000334109.3
KRTAP9-8,ENST00000254072.7
KRTCAP2,ENST00000295682.6
KRTCAP3,ENST00000288873.7
KRTDAP,ENST00000338897.4
KSR2,ENST00000339824.7
KTI12,ENST00000371614.2
KTN1,ENST00000395314.8
KXD1,ENST00000222307.9
KY,ENST00000423778.7
KYAT1,ENST00000302586.8
KYAT3,ENST00000260508.9
KYNU,ENST00000264170.9
L1CAM,ENST00000370060.7
L1TD1,ENST00000498273.2
L2HGDH,ENST00000267436.9
L3HYPDH,ENST00000247194.9
L3MBTL1,ENST00000418998.7
L3MBTL2,ENST00000216237.10
L3MBTL3,ENST00000361794.7
L3MBTL4,ENST00000317931.12
LACC1,ENST00000325686.7
LACRT,ENST00000257867.5
LACTB,ENST00000261893.9
LACTB2,ENST00000276590.5
LAD1,ENST00000391967.7
LAG3,ENST00000203629.3
LAIR1,ENST00000391742.7
LAIR2,ENST00000301202.7
LALBA,ENST00000301046.6
LAMA1,ENST00000389658.4
LAMA2,ENST00000421865.3
LAMA3,ENST00000269217.11
LAMA3,ENST00000313654.14
LAMA4,ENST00000230538.12
LAMA5,ENST00000252999.7
LAMB1,ENST00000222399.11
LAMB2,ENST00000305544.9
LAMB3,ENST00000356082.9
LAMB4,ENST00000388781.8
LAMC1,ENST00000258341.5
LAMC2,ENST00000264144.5
LAMC3,ENST00000361069.9
LAMP1,ENST00000332556.5
LAMP2,ENST00000200639.9
LAMP3,ENST00000265598.8
LAMP5,ENST00000246070.3
LAMTOR1,ENST00000278671.10
LAMTOR2,ENST00000368305.9
LAMTOR3,ENST00000499666.7
LAMTOR5,ENST00000602318.6
LANCL1,ENST00000450366.7
LANCL2,ENST00000254770.3
LANCL3,ENST00000378619.4
LAP3,ENST00000226299.9
LAPTM4A,ENST00000175091.5
LAPTM4B,ENST00000521545.7
LAPTM5,ENST00000294507.4
LARGE1,ENST00000397394.8
LARGE2,ENST00000401752.6
LARP1,ENST00000518297.6
LARP1B,ENST00000326639.11
LARP4,ENST00000398473.7
LARP4B,ENST00000316157.8
LARP6,ENST00000299213.10
LARP7,ENST00000344442.10
LARS1,ENST00000394434.7
LARS2,ENST00000645846.2
LAS1L,ENST00000374811.8
LASP1,ENST00000318008.11
LAT,ENST00000395456.7
LAT2,ENST00000460943.6
LATS1,ENST00000543571.6
LATS2,ENST00000382592.5
LAX1,ENST00000442561.7
LAYN,ENST00000375614.7
LBH,ENST00000395323.9
LBHD2,ENST00000634353.1
LBP,ENST00000217407.3
LBR,ENST00000272163.9
LBX1,ENST00000370193.4
LBX2,ENST00000377566.9
LCA5,ENST00000369846.9
LCA5L,ENST00000288350.8
LCAT,ENST00000264005.10
LCE1A,ENST00000335123.4
LCE1B,ENST00000360090.4
LCE1C,ENST00000607093.2
LCE1D,ENST00000326233.7
LCE1E,ENST00000368770.4
LCE1F,ENST00000334371.4
LCE2A,ENST00000368779.2
LCE2B,ENST00000368780.4
LCE2D,ENST00000368784.2
LCE3A,ENST00000335674.1
LCE3B,ENST00000335633.1
LCE3C,ENST00000684028.1
LCE3D,ENST00000368787.4
LCE3E,ENST00000368789.2
LCE4A,ENST00000368777.2
LCE5A,ENST00000334269.3
LCE6A,ENST00000431011.3
LCK,ENST00000336890.10
LCLAT1,ENST00000379509.8
LCMT1,ENST00000399069.8
LCMT2,ENST00000305641.7
LCN1,ENST00000371781.4
LCN10,ENST00000497771.6
LCN12,ENST00000371633.8
LCN15,ENST00000316144.6
LCN2,ENST00000277480.7
LCN6,ENST00000341206.9
LCN8,ENST00000371688.8
LCNL1,ENST00000408973.3
LCOR,ENST00000421806.4
LCP1,ENST00000323076.7
LCP2,ENST00000046794.10
LCT,ENST00000264162.7
LDAH,ENST00000237822.8
LDB1,ENST00000673968.1
LDB2,ENST00000304523.10
LDB3,ENST00000361373.9
LDB3,ENST00000263066.11
LDHA,ENST00000422447.8
LDHAL6A,ENST00000280706.3
LDHAL6B,ENST00000307144.6
LDHB,ENST00000350669.5
LDHC,ENST00000541669.6
LDHD,ENST00000450168.3
LDLR,ENST00000558518.6
LDLRAD1,ENST00000371360.2
LDLRAD2,ENST00000344642.7
LDLRAD3,ENST00000315571.6
LDLRAP1,ENST00000374338.5
LDOC1,ENST00000370526.5
LEAP2,ENST00000296877.3
LECT2,ENST00000274507.6
LEF1,ENST00000265165.6
LEFTY1,ENST00000272134.5
LEFTY2,ENST00000366820.10
LELP1,ENST00000368747.2
LEMD1,ENST00000367153.9
LEMD2,ENST00000293760.10
LEMD3,ENST00000308330.3
LENG1,ENST00000222224.4
LENG8,ENST00000326764.10
LENG9,ENST00000611161.2
LEO1,ENST00000299601.10
LEP,ENST00000308868.5
LEPR,ENST00000349533.11
LEPROT,ENST00000371065.9
LEPROTL1,ENST00000321250.13
LETM1,ENST00000302787.3
LETM2,ENST00000379957.9
LETMD1,ENST00000262055.9
LEUTX,ENST00000638280.2
LEXM,ENST00000371273.4
LFNG,ENST00000222725.10
LGALS1,ENST00000215909.10
LGALS12,ENST00000394618.9
LGALS13,ENST00000221797.5
LGALS14,ENST00000392052.8
LGALS16,ENST00000392051.4
LGALS2,ENST00000215886.6
LGALS3,ENST00000254301.14
LGALS3BP,ENST00000262776.8
LGALS4,ENST00000307751.9
LGALS7,ENST00000378626.5
LGALS7B,ENST00000314980.5
LGALS8,ENST00000366584.9
LGALS9,ENST00000395473.7
LGALS9B,ENST00000423676.8
LGALS9C,ENST00000328114.11
LGALSL,ENST00000238875.10
LGI1,ENST00000371418.9
LGI2,ENST00000382114.9
LGI3,ENST00000306317.7
LGI4,ENST00000310123.8
LGMN,ENST00000334869.9
LGR4,ENST00000379214.9
LGR5,ENST00000266674.10
LGR6,ENST00000367278.8
LGSN,ENST00000370657.9
LHB,ENST00000649238.3
LHCGR,ENST00000294954.12
LHFPL1,ENST00000371968.8
LHFPL2,ENST00000380345.7
LHFPL3,ENST00000424859.7
LHFPL4,ENST00000287585.8
LHFPL5,ENST00000360215.3
LHFPL6,ENST00000379589.4
LHPP,ENST00000368842.10
LHX1,ENST00000614239.1
LHX2,ENST00000373615.9
LHX3,ENST00000371748.10
LHX4,ENST00000263726.4
LHX5,ENST00000261731.4
LHX8,ENST00000356261.4
LHX9,ENST00000367387.6
LIAS,ENST00000640888.2
LIF,ENST00000249075.4
LIFR,ENST00000453190.7
LIG1,ENST00000263274.12
LIG3,ENST00000378526.9
LIG4,ENST00000442234.6
LILRA1,ENST00000251372.8
LILRA2,ENST00000391738.8
LILRA4,ENST00000291759.5
LILRA5,ENST00000432233.8
LILRB1,ENST00000324602.12
LILRB2,ENST00000314446.10
LILRB5,ENST00000449561.3
LIM2,ENST00000596399.2
LIMCH1,ENST00000503057.6
LIMD1,ENST00000273317.5
LIMD2,ENST00000259006.8
LIME1,ENST00000309546.8
LIMK1,ENST00000336180.7
LIMK2,ENST00000331728.9
LIMS2,ENST00000355119.9
LIN28A,ENST00000326279.11
LIN28B,ENST00000345080.5
LIN37,ENST00000301159.14
LIN54,ENST00000340417.8
LIN7A,ENST00000552864.6
LIN7B,ENST00000221459.7
LIN7C,ENST00000278193.7
LIN9,ENST00000681046.1
LINGO1,ENST00000355300.7
LINGO4,ENST00000368820.4
LINS1,ENST00000314742.13
LIPA,ENST00000336233.10
LIPC,ENST00000299022.10
LIPE,ENST00000244289.9
LIPF,ENST00000238983.9
LIPG,ENST00000261292.9
LIPH,ENST00000296252.9
LIPI,ENST00000681601.1
LIPK,ENST00000404190.3
LIPM,ENST00000404743.9
LIPN,ENST00000404459.2
LIPT1,ENST00000651691.1
LIPT2,ENST00000310109.5
LITAF,ENST00000622633.5
LIX1,ENST00000274382.9
LIX1L,ENST00000604000.4
LKAAEAR1,ENST00000302096.5
LLCFC1,ENST00000409607.5
LLGL1,ENST00000316843.9
LLGL2,ENST00000392550.8
LLPH,ENST00000266604.7
LMAN1,ENST00000251047.6
LMAN1L,ENST00000309664.10
LMAN2,ENST00000303127.12
LMAN2L,ENST00000264963.9
LMBR1,ENST00000353442.10
LMBR1L,ENST00000267102.13
LMBRD1,ENST00000649934.3
LMBRD2,ENST00000296603.5
LMCD1,ENST00000157600.8
LMF1,ENST00000262301.16
LMF2,ENST00000474879.7
LMLN2,ENST00000637218.2
LMNA,ENST00000368300.9
LMNA,ENST00000677389.1
LMNB1,ENST00000261366.10
LMNB2,ENST00000325327.4
LMNTD1,ENST00000458174.7
LMNTD2,ENST00000329451.8
LMO1,ENST00000335790.8
LMO2,ENST00000257818.3
LMO3,ENST00000537304.6
LMO4,ENST00000370544.10
LMO7,ENST00000377534.8
LMOD1,ENST00000367288.5
LMOD2,ENST00000458573.3
LMOD3,ENST00000420581.7
LMTK2,ENST00000297293.6
LMTK3,ENST00000600059.6
LMX1A,ENST00000342310.7
LMX1B,ENST00000373474.9
LNP1,ENST00000383693.8
LNPEP,ENST00000231368.10
LNPK,ENST00000272748.9
LNX1,ENST00000263925.8
LNX2,ENST00000316334.5
LONP1,ENST00000360614.8
LONP2,ENST00000285737.9
LONRF1,ENST00000398246.8
LONRF2,ENST00000393437.8
LONRF3,ENST00000371628.8
LORICRIN,ENST00000368742.4
LOX,ENST00000231004.5
LOXHD1,ENST00000642948.1
LOXL1,ENST00000261921.8
LOXL2,ENST00000389131.8
LOXL3,ENST00000264094.8
LOXL4,ENST00000260702.4
LPA,ENST00000316300.10
LPAR1,ENST00000683809.1
LPAR2,ENST00000407877.8
LPAR3,ENST00000370611.4
LPAR4,ENST00000614823.5
LPAR5,ENST00000329858.9
LPAR6,ENST00000620633.5
LPCAT1,ENST00000283415.4
LPCAT2,ENST00000262134.10
LPCAT3,ENST00000261407.9
LPCAT4,ENST00000314891.11
LPGAT1,ENST00000366997.9
LPIN1,ENST00000674199.1
LPIN2,ENST00000677752.1
LPIN3,ENST00000373257.8
LPL,ENST00000650287.1
LPO,ENST00000262290.9
LPP,ENST00000617246.5
LPXN,ENST00000395074.7
LRAT,ENST00000336356.4
LRATD1,ENST00000295092.3
LRATD2,ENST00000304916.4
LRBA,ENST00000651943.2
LRCH1,ENST00000389797.8
LRCH2,ENST00000317135.13
LRCH3,ENST00000425562.7
LRCH4,ENST00000310300.11
LRCOL1,ENST00000376608.9
LRFN1,ENST00000248668.5
LRFN2,ENST00000338305.7
LRFN3,ENST00000246529.4
LRFN4,ENST00000309602.5
LRFN5,ENST00000298119.9
LRG1,ENST00000306390.7
LRIF1,ENST00000369763.5
LRIG1,ENST00000273261.8
LRIG2,ENST00000361127.6
LRIG3,ENST00000320743.8
LRIT1,ENST00000372105.4
LRIT2,ENST00000372113.7
LRIT3,ENST00000594814.6
LRMDA,ENST00000611255.5
LRP1,ENST00000243077.8
LRP10,ENST00000359591.9
LRP11,ENST00000239367.7
LRP12,ENST00000276654.10
LRP1B,ENST00000389484.8
LRP2,ENST00000649046.1
LRP2BP,ENST00000505916.6
LRP3,ENST00000253193.9
LRP4,ENST00000378623.6
LRP5,ENST00000294304.12
LRP6,ENST00000261349.9
LRP8,ENST00000306052.12
LRPAP1,ENST00000650182.1
LRPPRC,ENST00000260665.12
LRR1,ENST00000298288.11
LRRC1,ENST00000370888.6
LRRC10,ENST00000361484.5
LRRC10B,ENST00000378075.4
LRRC14,ENST00000292524.6
LRRC14B,ENST00000328278.4
LRRC15,ENST00000347624.4
LRRC17,ENST00000339431.9
LRRC19,ENST00000380055.6
LRRC2,ENST00000395905.8
LRRC20,ENST00000446961.4
LRRC23,ENST00000443597.7
LRRC24,ENST00000529415.7
LRRC25,ENST00000339007.4
LRRC26,ENST00000371542.3
LRRC27,ENST00000368614.8
LRRC28,ENST00000301981.8
LRRC3,ENST00000291592.6
LRRC31,ENST00000316428.10
LRRC32,ENST00000260061.9
LRRC34,ENST00000446859.7
LRRC36,ENST00000329956.11
LRRC37A3,ENST00000584306.6
LRRC38,ENST00000376085.4
LRRC39,ENST00000370137.6
LRRC3C,ENST00000377924.6
LRRC4,ENST00000249363.4
LRRC40,ENST00000370952.4
LRRC41,ENST00000617190.5
LRRC42,ENST00000371370.8
LRRC43,ENST00000339777.5
LRRC45,ENST00000306688.8
LRRC46,ENST00000269025.9
LRRC47,ENST00000378251.3
LRRC49,ENST00000260382.10
LRRC4B,ENST00000652263.1
LRRC4C,ENST00000528697.6
LRRC52,ENST00000294818.2
LRRC53,ENST00000294635.5
LRRC55,ENST00000497933.3
LRRC56,ENST00000270115.8
LRRC57,ENST00000397130.8
LRRC58,ENST00000295628.4
LRRC59,ENST00000225972.8
LRRC6,ENST00000620350.5
LRRC61,ENST00000359623.9
LRRC66,ENST00000682860.1
LRRC7,ENST00000651989.2
LRRC70,ENST00000334994.6
LRRC71,ENST00000337428.8
LRRC72,ENST00000401542.3
LRRC75A,ENST00000470794.2
LRRC75B,ENST00000318753.13
LRRC8A,ENST00000372600.9
LRRC8B,ENST00000330947.7
LRRC8C,ENST00000370454.9
LRRC8D,ENST00000337338.9
LRRC8E,ENST00000306708.11
LRRCC1,ENST00000360375.8
LRRD1,ENST00000458448.6
LRRFIP1,ENST00000308482.14
LRRFIP2,ENST00000336686.9
LRRIQ1,ENST00000393217.7
LRRIQ3,ENST00000354431.9
LRRK1,ENST00000388948.8
LRRK2,ENST00000298910.12
LRRN1,ENST00000319331.4
LRRN2,ENST00000367177.4
LRRN3,ENST00000308478.10
LRRN4,ENST00000378858.5
LRRN4CL,ENST00000317449.5
LRRTM1,ENST00000295057.4
LRRTM2,ENST00000274711.7
LRRTM3,ENST00000361320.5
LRRTM4,ENST00000409884.6
LRSAM1,ENST00000300417.11
LRTM1,ENST00000273286.6
LRTM2,ENST00000299194.6
LRWD1,ENST00000292616.10
LSAMP,ENST00000490035.7
LSG1,ENST00000265245.10
LSM1,ENST00000311351.9
LSM10,ENST00000315732.3
LSM11,ENST00000286307.6
LSM12,ENST00000293406.8
LSM14A,ENST00000544216.8
LSM14B,ENST00000279068.11
LSM2,ENST00000375661.6
LSM3,ENST00000306024.4
LSM4,ENST00000593829.6
LSM5,ENST00000450169.7
LSM6,ENST00000296581.11
LSM7,ENST00000252622.15
LSM8,ENST00000249299.7
LSMEM1,ENST00000312849.4
LSMEM2,ENST00000316436.4
LSP1,ENST00000311604.8
LSR,ENST00000605618.6
LSS,ENST00000397728.8
LST1,ENST00000438075.7
LTA,ENST00000418386.3
LTA4H,ENST00000228740.7
LTB,ENST00000429299.3
LTB4R,ENST00000345363.8
LTB4R2,ENST00000533293.2
LTBP2,ENST00000261978.9
LTBP3,ENST00000301873.11
LTBP4,ENST00000396819.8
LTBR,ENST00000228918.9
LTC4S,ENST00000292596.15
LTF,ENST00000231751.9
LTK,ENST00000263800.11
LTN1,ENST00000361371.10
LTO1,ENST00000279147.9
LTV1,ENST00000367576.6
LUC7L,ENST00000293872.13
LUC7L2,ENST00000354926.9
LUC7L3,ENST00000505658.6
LUM,ENST00000266718.5
LURAP1,ENST00000371980.4
LURAP1L,ENST00000319264.4
LUZP2,ENST00000336930.11
LUZP4,ENST00000371920.4
LVRN,ENST00000357872.9
LXN,ENST00000264265.4
LY6D,ENST00000301263.5
LY6E,ENST00000292494.11
LY6G6C,ENST00000375819.3
LY6G6F,ENST00000375832.5
LY6H,ENST00000342752.9
LY6K,ENST00000292430.10
LY6L,ENST00000562505.2
LY75,ENST00000263636.5
LY86,ENST00000230568.5
LY9,ENST00000263285.11
LY96,ENST00000284818.7
LYAR,ENST00000343470.9
LYG1,ENST00000308528.9
LYL1,ENST00000264824.5
LYN,ENST00000519728.6
LYNX1,ENST00000652477.1
LYPD1,ENST00000397463.3
LYPD2,ENST00000359228.4
LYPD3,ENST00000244333.4
LYPD4,ENST00000609812.6
LYPD5,ENST00000377950.8
LYPD6,ENST00000334166.9
LYPD6B,ENST00000409642.8
LYPD8,ENST00000590317.4
LYPLA1,ENST00000316963.8
LYPLA2,ENST00000374514.8
LYPLAL1,ENST00000366928.10
LYRM1,ENST00000567954.6
LYRM2,ENST00000523377.2
LYRM4,ENST00000330636.9
LYRM7,ENST00000379380.9
LYRM9,ENST00000379102.8
LYSMD1,ENST00000368908.10
LYSMD2,ENST00000267838.7
LYSMD3,ENST00000315948.11
LYSMD4,ENST00000684762.1
LYST,ENST00000389793.7
LYVE1,ENST00000256178.8
LYZ,ENST00000261267.7
LYZL1,ENST00000649382.2
LYZL2,ENST00000647634.2
LYZL4,ENST00000287748.8
LYZL6,ENST00000615905.5
LZIC,ENST00000377223.6
LZTFL1,ENST00000296135.11
LZTR1,ENST00000646124.2
LZTS1,ENST00000381569.5
LZTS3,ENST00000337576.7
M1AP,ENST00000421985.2
M6PR,ENST00000000412.8
MAB21L1,ENST00000379919.6
MAB21L2,ENST00000317605.6
MAB21L3,ENST00000369500.4
MAB21L4,ENST00000388934.5
MACC1,ENST00000400331.10
MACIR,ENST00000319933.7
MACO1,ENST00000374343.5
MACROD1,ENST00000255681.7
MACROD2,ENST00000684519.1
MACROH2A2,ENST00000373255.9
MAD1L1,ENST00000265854.12
MAD2L1,ENST00000296509.11
MAD2L1BP,ENST00000372171.5
MAD2L2,ENST00000376692.9
MADCAM1,ENST00000215637.8
MAEA,ENST00000303400.9
MAEL,ENST00000367872.9
MAF,ENST00000326043.5
MAF1,ENST00000322428.10
MAFA,ENST00000333480.3
MAFB,ENST00000373313.3
MAFF,ENST00000338483.7
MAFG,ENST00000357736.9
MAFK,ENST00000343242.9
MAG,ENST00000392213.8
MAGEA1,ENST00000356661.7
MAGEA10,ENST00000370323.9
MAGEA11,ENST00000355220.6
MAGEA12,ENST00000393869.8
MAGEA2,ENST00000684311.1
MAGEA2B,ENST00000682532.1
MAGEA3,ENST00000370278.4
MAGEA4,ENST00000276344.6
MAGEA8,ENST00000286482.6
MAGEA9,ENST00000243314.5
MAGEA9B,ENST00000595065.6
MAGEB1,ENST00000397548.4
MAGEB10,ENST00000356790.2
MAGEB17,ENST00000400004.6
MAGEB18,ENST00000325250.2
MAGEB2,ENST00000378988.5
MAGEB3,ENST00000361644.4
MAGEB4,ENST00000378982.4
MAGEB5,ENST00000602297.1
MAGEB6,ENST00000379034.1
MAGEC1,ENST00000285879.5
MAGEC2,ENST00000247452.4
MAGEC3,ENST00000298296.1
MAGED1,ENST00000326587.12
MAGED2,ENST00000375068.6
MAGED4,ENST00000471932.6
MAGEE1,ENST00000361470.4
MAGEE2,ENST00000373359.4
MAGEF1,ENST00000317897.5
MAGEH1,ENST00000342972.3
MAGEL2,ENST00000650528.1
MAGI2,ENST00000354212.9
MAGI3,ENST00000307546.14
MAGOH,ENST00000371470.8
MAGOHB,ENST00000320756.7
MAGT1,ENST00000618282.5
MAJIN,ENST00000301896.6
MAK,ENST00000354489.7
MAK16,ENST00000360128.11
MAL,ENST00000309988.9
MAL2,ENST00000614891.5
MALL,ENST00000272462.3
MALRD1,ENST00000454679.7
MALSU1,ENST00000466681.2
MALT1,ENST00000649217.2
MAMDC2,ENST00000377182.5
MAMDC4,ENST00000317446.7
MAML1,ENST00000292599.4
MAML2,ENST00000524717.6
MAML3,ENST00000509479.6
MAMLD1,ENST00000370401.7
MAMSTR,ENST00000318083.11
MAN1A1,ENST00000368468.4
MAN1A2,ENST00000356554.7
MAN1B1,ENST00000371589.9
MAN1C1,ENST00000374332.9
MAN2A1,ENST00000261483.5
MAN2A2,ENST00000559717.6
MAN2B1,ENST00000456935.7
MAN2B2,ENST00000285599.8
MAN2C1,ENST00000267978.10
MANBA,ENST00000647097.2
MANBAL,ENST00000373606.8
MANEA,ENST00000358812.9
MANEAL,ENST00000373045.11
MANF,ENST00000528157.7
MANSC1,ENST00000535902.6
MANSC4,ENST00000381273.4
MAOA,ENST00000338702.4
MAOB,ENST00000378069.5
MAP10,ENST00000418460.4
MAP1A,ENST00000300231.6
MAP1B,ENST00000296755.12
MAP1LC3A,ENST00000360668.8
MAP1LC3B,ENST00000268607.10
MAP1LC3B2,ENST00000556529.4
MAP1LC3C,ENST00000357246.4
MAP1S,ENST00000324096.9
MAP2,ENST00000682079.1
MAP2K1,ENST00000307102.10
MAP2K2,ENST00000262948.10
MAP2K3,ENST00000342679.9
MAP2K4,ENST00000353533.10
MAP2K5,ENST00000178640.10
MAP2K6,ENST00000590474.7
MAP2K7,ENST00000397979.4
MAP3K1,ENST00000399503.4
MAP3K10,ENST00000253055.8
MAP3K11,ENST00000309100.8
MAP3K12,ENST00000547488.6
MAP3K13,ENST00000265026.8
MAP3K14,ENST00000344686.8
MAP3K15,ENST00000338883.9
MAP3K19,ENST00000392915.7
MAP3K2,ENST00000682094.1
MAP3K20,ENST00000375213.8
MAP3K21,ENST00000366624.8
MAP3K3,ENST00000361733.8
MAP3K4,ENST00000392142.9
MAP3K5,ENST00000359015.5
MAP3K6,ENST00000357582.3
MAP3K7,ENST00000369329.8
MAP3K7CL,ENST00000399928.6
MAP3K8,ENST00000263056.6
MAP3K9,ENST00000554752.7
MAP4,ENST00000683076.1
MAP4K1,ENST00000396857.7
MAP4K2,ENST00000294066.7
MAP4K3,ENST00000263881.8
MAP4K5,ENST00000682126.1
MAP6,ENST00000304771.8
MAP6D1,ENST00000318631.8
MAP7,ENST00000354570.8
MAP7D1,ENST00000474796.2
MAP7D2,ENST00000379643.10
MAP7D3,ENST00000316077.14
MAP9,ENST00000311277.9
MAPK1,ENST00000215832.11
MAPK10,ENST00000641462.2
MAPK11,ENST00000330651.11
MAPK12,ENST00000215659.13
MAPK13,ENST00000211287.9
MAPK14,ENST00000229794.9
MAPK15,ENST00000338033.9
MAPK1IP1L,ENST00000395468.9
MAPK3,ENST00000263025.9
MAPK4,ENST00000400384.7
MAPK6,ENST00000261845.7
MAPK7,ENST00000395604.8
MAPK8IP1,ENST00000241014.6
MAPK8IP2,ENST00000329492.6
MAPK8IP3,ENST00000610761.2
MAPK9,ENST00000452135.7
MAPKAP1,ENST00000265960.8
MAPKAPK2,ENST00000367103.4
MAPKAPK3,ENST00000621469.5
MAPKAPK5,ENST00000550735.7
MAPKBP1,ENST00000457542.7
MAPRE1,ENST00000375571.6
MAPRE2,ENST00000300249.10
MAPRE3,ENST00000233121.7
MAPT,ENST00000262410.10
MARCHF10,ENST00000311269.10
MARCHF11,ENST00000332432.9
MARCHF2,ENST00000215555.7
MARCHF3,ENST00000308660.6
MARCHF4,ENST00000273067.5
MARCHF5,ENST00000358935.3
MARCHF6,ENST00000274140.10
MARCHF7,ENST00000409175.6
MARCHF8,ENST00000453424.7
MARCHF9,ENST00000266643.6
MARCKS,ENST00000612661.2
MARCKSL1,ENST00000329421.8
MARCO,ENST00000327097.5
MARCOL,ENST00000638089.2
MARF1,ENST00000396368.8
MARK1,ENST00000366917.6
MARK2,ENST00000402010.8
MARK3,ENST00000429436.7
MARK4,ENST00000262891.9
MARS1,ENST00000262027.10
MARS2,ENST00000282276.8
MARVELD1,ENST00000285605.8
